biomarker	featureid	dataset_all	num_d_melanoma	num_d_other	num_datasets	classification	species
numerator	maxbin_SRR5930522.022	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	semibin_SRR5930529.2	['Liu_2022', 'McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	1	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	Blautia_A_spp
numerator	maxbin_SRR5930521.014	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	maxbin_SRR5930498.027	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	maxbin_ERR6279679.012	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	metabat_ERR6243880.3	['Gunjur_2024', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	3	1	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	Gemmiger qucibialis
denominator	metabat_ERR12405953.12	['Peng_2020', 'Gunjur_2024', 'Tsakmaklis_2023', 'Lee_2022']	2	2	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp001916835	Dysosmobacter sp001916835
numerator	semibin_SRR16168913.74	['Gunjur_2024', 'Tsakmaklis_2023', 'Spencer_2021', 'Lee_2022']	3	1	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	CAG-103 sp000432375
numerator	semibin_SRR13022424.5	['Gunjur_2024', 'McCulloch_2022', 'Matson_2019', 'Gopalakrishnan_2018']	3	1	4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides ovatus
numerator	semibin_SRR11413691.42	['Gunjur_2024', 'McCulloch_2022', 'Matson_2019', 'Gopalakrishnan_2018']	3	1	4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides ovatus
numerator	semibin_SRR5930520.79_sub	['Peng_2020', 'McCulloch_2022', 'Lee_2022', 'Matson_2019']	3	1	4	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	Bifidobacterium pseudocatenulatum
denominator	maxbin_SRR11413615.008	['Peng_2020', 'Gunjur_2024', 'Spencer_2021', 'Lee_2022']	2	2	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_E	Faecalibacterium prausnitzii_E
numerator	semibin_ERR2162203.14	['Gunjur_2024', 'Tsakmaklis_2023', 'Spencer_2021', 'Lee_2022']	3	1	4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000433355	Cryptobacteroides sp000433355
numerator	semibin_ERR6275676.56	['Gunjur_2024', 'Tsakmaklis_2023', 'Spencer_2021', 'Lee_2022']	3	1	4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000433355	Cryptobacteroides sp000433355
numerator	semibin_ERR6264280.18	['Gunjur_2024', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	3	1	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	Gemmiger qucibialis
numerator	semibin_ERR2162216.32	['Gunjur_2024', 'Lee_2022', 'Matson_2019', 'Gopalakrishnan_2018']	3	1	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__Clostridium_A leptum	Clostridium_A leptum
numerator	semibin_SRR16554693.19	['Gunjur_2024', 'McCulloch_2022', 'Matson_2019', 'Gopalakrishnan_2018']	3	1	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	Ruminiclostridium_E siraeum
denominator	semibin_SRR5930520.95	['Gunjur_2024', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	3	1	4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313215	Prevotella sp900313215
numerator	metabat_ERR6275663.38	['Gunjur_2024', 'Tsakmaklis_2023', 'Spencer_2021', 'Lee_2022']	3	1	4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000433355	Cryptobacteroides sp000433355
numerator	maxbin_ERR6279614.017_sub	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
denominator	maxbin_SRR25825518.002	['Heshiki_2020', 'Tsakmaklis_2023', 'Spencer_2021', 'Lee_2022']	3	1	4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii	Enterobacter ludwigii
denominator	maxbin_SRR8387676.006	['Heshiki_2020', 'McCulloch_2022', 'Spencer_2021', 'Lee_2022']	3	1	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__Fournierella sp900543285	Fournierella sp900543285
numerator	metabat_SRR16554665.10	['Gunjur_2024', 'Tsakmaklis_2023', 'Spencer_2021', 'Matson_2019']	3	1	4	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	Bilophila wadsworthia
denominator	semibin_SRR8387676.49	['Heshiki_2020', 'Gunjur_2024', 'Spencer_2021', 'Lee_2022']	2	2	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp003525905	Faecousia sp003525905
denominator	metabat_SRR5930511.52	['Heshiki_2020', 'Gunjur_2024', 'Spencer_2021', 'Lee_2022']	2	2	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp003525905	Faecousia sp003525905
numerator	metabat_SRR23364171.31	['Gunjur_2024', 'Tsakmaklis_2023', 'Spencer_2021', 'Lee_2022']	3	1	4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000433355	Cryptobacteroides sp000433355
numerator	maxbin_ERR2162209.017_sub	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	semibin_SRR16554759.10_sub	['Peng_2020', 'Spencer_2021', 'Frankel_2017', 'Matson_2019']	3	1	4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	Bacteroides uniformis
numerator	semibin_SRR5930501.2	['Gunjur_2024', 'McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	1	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	Fusicatenibacter saccharivorans
numerator	metabat_SRR6000907.1_sub	['Gunjur_2024', 'McCulloch_2022', 'Matson_2019', 'Gopalakrishnan_2018']	3	1	4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides ovatus
numerator	metabat_SRR6000949.51_sub	['Gunjur_2024', 'McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	1	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	Fusicatenibacter saccharivorans
numerator	metabat_ERR6279677.48_sub	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	semibin_SRR16554630.20	['Tsakmaklis_2023', 'McCulloch_2022', 'Frankel_2017', 'Gopalakrishnan_2018']	4	0	4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	Alistipes putredinis
denominator	semibin_ERR12405961.27	['Gunjur_2024', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	3	1	4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313215	Prevotella sp900313215
numerator	semibin_SRR20881981.34	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	semibin_SRR25825510.41_sub	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	semibin_SRR5930519.26	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	semibin_SRR5930528.37	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	semibin_ERR6243877.10	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
denominator	maxbin_SRR5930501.009	['Gunjur_2024', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	3	1	4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter massiliensis	Odoribacter massiliensis
numerator	metabat_ERR6279627.10	['Peng_2020', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	3	1	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	Faecalibacterium prausnitzii_D
numerator	metabat_SRR5930506.9_sub	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	maxbin_SRR5930508.026	['Peng_2020', 'McCulloch_2022', 'Spencer_2021', 'Lee_2022']	3	1	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	Faecalibacterium prausnitzii_D
numerator	semibin_ERR6264281.7	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	semibin_ERR6273965.5	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
denominator	metabat_SRR25825515.13	['Gunjur_2024', 'Tsakmaklis_2023', 'McCulloch_2022', 'Frankel_2017']	3	1	4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella excrementihominis	Parasutterella excrementihominis
numerator	semibin_ERR6279674.8	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	semibin_SRR11413606.8	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	semibin_ERR6279671.24	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	semibin_SRR11413688.2	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	metabat_SRR6000907.39	['Peng_2020', 'Gunjur_2024', 'Tsakmaklis_2023', 'Spencer_2021']	2	2	4	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	Bilophila wadsworthia
numerator	semibin_SRR13068830.5	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	semibin_SRR13068836.17_sub	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	semibin_SRR16168909.12	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	semibin_SRR16168913.31	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	semibin_SRR16168929.15_sub	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	semibin_ERR6279661.5	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	semibin_ERR6279655.40	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
denominator	metabat_SRR25825496.4_sub	['Gunjur_2024', 'Tsakmaklis_2023', 'Spencer_2021', 'Lee_2022']	3	1	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900066775	Eisenbergiella sp900066775
numerator	semibin_SRR16554730.5	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	semibin_SRR11413679.4	['Tsakmaklis_2023', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	Roseburia intestinalis
numerator	metabat_SRR11413647.31	['Tsakmaklis_2023', 'McCulloch_2022', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	Fusicatenibacter saccharivorans
numerator	metabat_SRR16168986.5	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	metabat_SRR6000877.7	['Tsakmaklis_2023', 'McCulloch_2022', 'Frankel_2017', 'Gopalakrishnan_2018']	4	0	4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	Alistipes putredinis
numerator	semibin_ERR2162223.3	['Tsakmaklis_2023', 'Spencer_2021', 'Frankel_2017', 'Gopalakrishnan_2018']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	Faecalibacterium prausnitzii
numerator	metabat_SRR13068832.4	['Tsakmaklis_2023', 'McCulloch_2022', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	Fusicatenibacter saccharivorans
numerator	metabat_SRR16168941.17	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	semibin_ERR6279614.29	['Tsakmaklis_2023', 'Lee_2022', 'Matson_2019', 'Gopalakrishnan_2018']	4	0	4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	Parabacteroides distasonis
numerator	metabat_SRR23364184.15	['McCulloch_2022', 'Spencer_2021', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	metabat_SRR13068843.53_sub	['McCulloch_2022', 'Lee_2022', 'Frankel_2017', 'Matson_2019']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis	Blautia_A massiliensis
numerator	semibin_SRR16168945.59_sub	['Tsakmaklis_2023', 'McCulloch_2022', 'Lee_2022', 'Frankel_2017']	4	0	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	Fusicatenibacter saccharivorans
numerator	semibin_SRR20881980.56	['McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	Fusicatenibacter saccharivorans
denominator	metabat_SRR16554758.22	['Tsakmaklis_2023', 'Spencer_2021', 'Lee_2022']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	Lawsonibacter_spp
denominator	metabat_SRR16554771.7_sub	['Tsakmaklis_2023', 'McCulloch_2022', 'Lee_2022']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter intestini	Butyribacter intestini
numerator	semibin_SRR11413657.102	['McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	Anaerostipes hadrus
numerator	metabat_SRR13068834.30	['McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	Fusicatenibacter saccharivorans
denominator	metabat_SRR11413610.43_sub	['Peng_2020', 'Gunjur_2024', 'Spencer_2021']	1	2	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	SFEL01 sp004557245
denominator	semibin_ERR2162202.30	['Lee_2022', 'Frankel_2017', 'Gopalakrishnan_2018']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans	Roseburia inulinivorans
denominator	metabat_SRR16554726.23	['Tsakmaklis_2023', 'Spencer_2021', 'Lee_2022']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp001916835	Dysosmobacter sp001916835
denominator	semibin_SRR5930501.110_sub	['McCulloch_2022', 'Spencer_2021', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900548625	CAG-170 sp900548625
numerator	metabat_SRR11413685.32	['McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	Fusicatenibacter saccharivorans
numerator	semibin_SRR5930510.9	['McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	Anaerobutyricum hallii
denominator	maxbin_SRR16554627.030_sub	['McCulloch_2022', 'Spencer_2021', 'Lee_2022']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	SFEL01 sp004557245
denominator	metabat_SRR25825503.64	['Tsakmaklis_2023', 'Lee_2022', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp003447295	Acetatifactor sp003447295
denominator	maxbin_SRR13068842.001	['Peng_2020', 'Gunjur_2024', 'Spencer_2021']	1	2	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000433975	Eubacterium_R sp000433975
denominator	maxbin_SRR11413615.014	['Peng_2020', 'Tsakmaklis_2023', 'Spencer_2021']	2	1	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp000431795	CAG-302 sp000431795
denominator	maxbin_SRR16554721.036	['Peng_2020', 'Spencer_2021', 'Lee_2022']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	ER4 sp000765235
denominator	semibin_SRR16168940.67	['McCulloch_2022', 'Spencer_2021', 'Lee_2022']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum intestinigallinarum	Agathobaculum intestinigallinarum
numerator	semibin_SRR11413689.18	['McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	Anaerostipes hadrus
denominator	maxbin_SRR11413691.013	['Peng_2020', 'Gunjur_2024', 'Lee_2022']	1	2	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	Faecalibacterium prausnitzii_G
numerator	semibin_ERR12405984.5	['Gunjur_2024', 'Lee_2022', 'Gopalakrishnan_2018']	2	1	3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	Barnesiella intestinihominis
denominator	metabat_SRR5930528.76_sub	['Tsakmaklis_2023', 'Lee_2022', 'Frankel_2017']	3	0	3	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Scatousia;s__Scatousia sp000431315	Scatousia sp000431315
numerator	semibin_SRR5930523.22	['McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	Anaerostipes hadrus
