sampleid	dataset	format	type	num_seqs	sum_len	min_len	avg_len	max_len
ERR6275666	Lee_2022	FASTQ	DNA	14,913,422	2,232,471,620	31	149.7	151
ERR6275667	Lee_2022	FASTQ	DNA	8,854,768	1,322,775,409	31	149.4	151
ERR6275668	Lee_2022	FASTQ	DNA	23,466,731	3,510,350,728	31	149.6	151
ERR6275669	Lee_2022	FASTQ	DNA	9,417,854	1,406,913,055	31	149.4	151
ERR6275670	Lee_2022	FASTQ	DNA	9,848,705	1,472,018,446	31	149.5	151
ERR6275671	Lee_2022	FASTQ	DNA	8,476,122	1,271,013,030	31	150	151
ERR6275672	Lee_2022	FASTQ	DNA	8,324,616	1,246,628,511	31	149.8	151
ERR6275673	Lee_2022	FASTQ	DNA	16,409,036	2,451,274,003	31	149.4	151
ERR6275674	Lee_2022	FASTQ	DNA	30,516,142	4,540,000,123	31	148.8	151
ERR6275675	Lee_2022	FASTQ	DNA	15,390,192	2,304,177,092	31	149.7	151
ERR6275676	Lee_2022	FASTQ	DNA	8,182,369	1,215,899,335	31	148.6	151
ERR6275677	Lee_2022	FASTQ	DNA	15,192,423	2,273,026,953	31	149.6	151
ERR6275678	Lee_2022	FASTQ	DNA	3,256,200	487,077,600	31	149.6	151
ERR6275679	Lee_2022	FASTQ	DNA	8,410,887	1,260,923,168	31	149.9	151
ERR6275680	Lee_2022	FASTQ	DNA	16,042,739	2,389,792,012	31	149	151
ERR6275681	Lee_2022	FASTQ	DNA	2,456,237	369,107,195	31	150.3	151
ERR6275682	Lee_2022	FASTQ	DNA	8,180,047	1,225,418,132	31	149.8	151
ERR6275683	Lee_2022	FASTQ	DNA	12,459,716	1,861,830,350	31	149.4	151
ERR6275684	Lee_2022	FASTQ	DNA	3,704,821	556,348,449	31	150.2	151
ERR6279614	Lee_2022	FASTQ	DNA	9,422,730	1,324,253,873	31	140.5	151
ERR6279615	Lee_2022	FASTQ	DNA	3,248,297	487,873,891	31	150.2	151
ERR6279616	Lee_2022	FASTQ	DNA	5,839,507	874,018,477	31	149.7	151
ERR6279618	Lee_2022	FASTQ	DNA	23,899,822	3,576,102,053	31	149.6	151
ERR6279619	Lee_2022	FASTQ	DNA	9,262,503	1,391,058,728	31	150.2	151
ERR6279620	Lee_2022	FASTQ	DNA	6,388,737	955,236,965	31	149.5	151
ERR6279621	Lee_2022	FASTQ	DNA	4,978,312	741,823,128	31	149	151
ERR6279622	Lee_2022	FASTQ	DNA	20,039,605	2,986,259,897	31	149	151
ERR6279623	Lee_2022	FASTQ	DNA	12,013,961	1,785,189,225	31	148.6	151
ERR6279624	Lee_2022	FASTQ	DNA	23,771,800	3,453,371,559	31	145.3	151
ERR6279625	Lee_2022	FASTQ	DNA	15,214,861	2,243,670,057	31	147.5	151
ERR6279626	Lee_2022	FASTQ	DNA	17,734,166	2,595,421,680	31	146.4	151
ERR6279627	Lee_2022	FASTQ	DNA	8,788,585	1,313,953,026	31	149.5	151
ERR6279628	Lee_2022	FASTQ	DNA	20,756,241	2,921,961,235	31	140.8	151
ERR6279629	Lee_2022	FASTQ	DNA	8,780,366	1,304,226,400	31	148.5	151
ERR6279644	Lee_2022	FASTQ	DNA	13,344,177	1,977,095,334	31	148.2	151
ERR6279645	Lee_2022	FASTQ	DNA	5,946,484	878,208,420	31	147.7	151
ERR6279646	Lee_2022	FASTQ	DNA	3,960,358	587,170,024	31	148.3	151
ERR6279647	Lee_2022	FASTQ	DNA	20,033,093	2,935,365,803	31	146.5	151
ERR6279648	Lee_2022	FASTQ	DNA	11,857,969	1,778,133,868	31	150	151
ERR6279649	Lee_2022	FASTQ	DNA	5,733,972	858,029,650	31	149.6	151
ERR6279650	Lee_2022	FASTQ	DNA	5,508,462	813,350,483	31	147.7	151
ERR6279651	Lee_2022	FASTQ	DNA	5,526,693	815,583,447	31	147.6	151
ERR6279652	Lee_2022	FASTQ	DNA	4,502,428	651,545,347	31	144.7	151
ERR6279653	Lee_2022	FASTQ	DNA	12,066,412	1,806,372,570	31	149.7	151
ERR6279654	Lee_2022	FASTQ	DNA	18,176,893	2,716,717,053	31	149.5	151
ERR6279655	Lee_2022	FASTQ	DNA	41,823,441	6,085,803,911	31	145.5	151
ERR6279656	Lee_2022	FASTQ	DNA	13,253,313	1,965,933,567	31	148.3	151
ERR6279657	Lee_2022	FASTQ	DNA	54,184,643	7,652,569,297	31	141.2	151
ERR6279658	Lee_2022	FASTQ	DNA	2,938,049	441,136,198	31	150.1	151
ERR6279659	Lee_2022	FASTQ	DNA	12,302,383	1,834,625,134	31	149.1	151
ERR6279660	Lee_2022	FASTQ	DNA	7,709,007	1,129,206,647	31	146.5	151
ERR6279661	Lee_2022	FASTQ	DNA	33,768,447	4,990,447,747	31	147.8	151
ERR6279662	Lee_2022	FASTQ	DNA	8,941,150	1,322,436,409	31	147.9	151
ERR6279663	Lee_2022	FASTQ	DNA	13,809,894	2,073,918,650	31	150.2	151
ERR6279664	Lee_2022	FASTQ	DNA	21,005,872	3,064,443,732	31	145.9	151
ERR6279665	Lee_2022	FASTQ	DNA	11,331,540	1,699,488,755	31	150	151
ERR6279666	Lee_2022	FASTQ	DNA	24,942,491	3,747,324,863	31	150.2	151
ERR6279667	Lee_2022	FASTQ	DNA	18,589,855	2,761,997,114	31	148.6	151
ERR6279668	Lee_2022	FASTQ	DNA	4,853,523	726,531,610	31	149.7	151
ERR6279669	Lee_2022	FASTQ	DNA	62,581,944	9,174,384,951	31	146.6	151
ERR6279670	Lee_2022	FASTQ	DNA	32,577,438	4,799,352,780	31	147.3	151
ERR6279671	Lee_2022	FASTQ	DNA	9,866,714	1,474,754,688	31	149.5	151
ERR6279672	Lee_2022	FASTQ	DNA	25,991,812	3,626,795,909	31	139.5	151
ERR6279673	Lee_2022	FASTQ	DNA	7,923,913	1,144,335,015	31	144.4	151
ERR6279674	Lee_2022	FASTQ	DNA	14,707,932	2,165,999,848	31	147.3	151
ERR6279675	Lee_2022	FASTQ	DNA	11,686,503	1,740,058,801	31	148.9	151
ERR6279676	Lee_2022	FASTQ	DNA	23,072,843	3,376,554,650	31	146.3	151
ERR6279677	Lee_2022	FASTQ	DNA	20,262,565	2,864,076,471	31	141.3	151
ERR6279678	Lee_2022	FASTQ	DNA	17,466,607	2,554,247,764	31	146.2	151
ERR6279679	Lee_2022	FASTQ	DNA	13,430,017	1,932,803,607	31	143.9	151
ERR6279680	Lee_2022	FASTQ	DNA	11,807,675	1,576,918,883	31	133.6	151
ERR6279681	Lee_2022	FASTQ	DNA	39,850,484	5,661,021,170	31	142.1	151
ERR6279682	Lee_2022	FASTQ	DNA	10,189,690	1,527,266,639	31	149.9	151
ERR6279683	Lee_2022	FASTQ	DNA	6,499,604	975,879,694	31	150.1	151
ERR6280899	Lee_2022	FASTQ	DNA	46,196,327	6,763,129,226	31	146.4	151
ERR6280907	Lee_2022	FASTQ	DNA	22,290,158	3,320,162,151	31	149	151
ERR6280910	Lee_2022	FASTQ	DNA	16,191,630	2,407,832,826	31	148.7	151
ERR6280948	Lee_2022	FASTQ	DNA	4,274,094	634,756,684	31	148.5	151
ERR6281000	Lee_2022	FASTQ	DNA	37,527,418	5,588,797,378	31	148.9	151
ERR6281340	Lee_2022	FASTQ	DNA	17,060,484	2,532,350,237	31	148.4	151
ERR6281341	Lee_2022	FASTQ	DNA	27,328,535	4,032,625,094	31	147.6	151
ERR6281342	Lee_2022	FASTQ	DNA	14,379,174	2,159,502,600	31	150.2	151
ERR6281343	Lee_2022	FASTQ	DNA	34,552,966	5,001,194,475	31	144.7	151
ERR6281344	Lee_2022	FASTQ	DNA	16,036,269	2,410,646,745	31	150.3	151
ERR6281431	Lee_2022	FASTQ	DNA	8,583,326	1,288,385,883	31	150.1	151
ERR6281432	Lee_2022	FASTQ	DNA	33,296,668	4,705,464,114	31	141.3	151
ERR6281433	Lee_2022	FASTQ	DNA	9,779,041	1,467,620,506	31	150.1	151
ERR6281434	Lee_2022	FASTQ	DNA	54,193,490	7,934,747,790	31	146.4	151
ERR6281448	Lee_2022	FASTQ	DNA	25,453,632	3,782,114,269	31	148.6	151
ERR6281499	Lee_2022	FASTQ	DNA	8,856,508	1,329,651,060	31	150.1	151
ERR6281500	Lee_2022	FASTQ	DNA	24,089,365	3,558,546,563	31	147.7	151
ERR6281504	Lee_2022	FASTQ	DNA	18,884,500	2,741,287,026	31	145.2	151
ERR6281505	Lee_2022	FASTQ	DNA	7,524,304	1,129,149,370	31	150.1	151
ERR6281518	Lee_2022	FASTQ	DNA	34,555,345	5,066,220,253	31	146.6	151
ERR6281586	Lee_2022	FASTQ	DNA	12,701,728	1,840,278,505	31	144.9	151
ERR6281658	Lee_2022	FASTQ	DNA	11,687,365	1,732,396,271	31	148.2	151
ERR6281677	Lee_2022	FASTQ	DNA	4,615,042	682,711,966	31	147.9	151
ERR6281751	Lee_2022	FASTQ	DNA	22,063,343	3,153,766,195	31	142.9	151
ERR6281939	Lee_2022	FASTQ	DNA	4,759,293	701,016,642	31	147.3	151
ERR6281941	Lee_2022	FASTQ	DNA	21,397,170	3,184,071,799	31	148.8	151
ERR6281942	Lee_2022	FASTQ	DNA	35,947,695	5,075,925,341	31	141.2	151
ERR6281944	Lee_2022	FASTQ	DNA	10,210,271	1,499,064,857	31	146.8	151
ERR6281997	Lee_2022	FASTQ	DNA	12,830,381	1,907,550,578	31	148.7	151
ERR6282070	Lee_2022	FASTQ	DNA	22,814,599	3,391,296,911	31	148.6	151
ERR6282137	Lee_2022	FASTQ	DNA	30,546,117	4,527,682,333	31	148.2	151
ERR6282298	Lee_2022	FASTQ	DNA	24,857,162	3,491,852,662	31	140.5	151
ERR6282383	Lee_2022	FASTQ	DNA	39,183,867	5,785,885,850	31	147.7	151
SRR8387659	Heshiki_2020	FASTQ	DNA	21,903,346	2,205,445,410	30	100.7	101
SRR8387676	Heshiki_2020	FASTQ	DNA	21,021,438	2,115,982,368	30	100.7	101
SRR8387677	Heshiki_2020	FASTQ	DNA	21,086,716	2,120,790,320	30	100.6	101
SRR8387679	Heshiki_2020	FASTQ	DNA	19,495,070	1,963,505,755	30	100.7	101
SRR8387681	Heshiki_2020	FASTQ	DNA	20,855,174	2,096,467,621	30	100.5	101
SRR8387683	Heshiki_2020	FASTQ	DNA	20,524,103	2,063,412,448	30	100.5	101
SRR8387691	Heshiki_2020	FASTQ	DNA	18,764,507	1,889,610,467	30	100.7	101
SRR8387697	Heshiki_2020	FASTQ	DNA	21,359,641	2,149,773,698	30	100.6	101
SRR8387707	Heshiki_2020	FASTQ	DNA	21,350,632	2,149,405,499	30	100.7	101
SRR8387710	Heshiki_2020	FASTQ	DNA	20,398,858	2,052,154,056	30	100.6	101
SRR8387712	Heshiki_2020	FASTQ	DNA	22,056,388	2,217,733,574	30	100.5	101
ERR12405909	Gunjur_2024	FASTQ	DNA	10,978,701	1,656,331,900	31	150.9	151
ERR12405910	Gunjur_2024	FASTQ	DNA	10,388,996	1,565,630,646	15	150.7	151
ERR12405911	Gunjur_2024	FASTQ	DNA	10,146,713	1,531,684,671	31	151	151
ERR12405912	Gunjur_2024	FASTQ	DNA	10,190,026	1,537,981,893	31	150.9	151
ERR12405913	Gunjur_2024	FASTQ	DNA	8,527,687	1,286,858,320	31	150.9	151
ERR12405914	Gunjur_2024	FASTQ	DNA	8,851,320	1,335,669,152	31	150.9	151
ERR12405915	Gunjur_2024	FASTQ	DNA	10,786,567	1,628,099,262	31	150.9	151
ERR12405916	Gunjur_2024	FASTQ	DNA	7,805,132	1,178,111,062	31	150.9	151
ERR12405917	Gunjur_2024	FASTQ	DNA	9,389,567	1,417,033,436	31	150.9	151
ERR12405918	Gunjur_2024	FASTQ	DNA	12,535,587	1,891,662,547	31	150.9	151
ERR12405919	Gunjur_2024	FASTQ	DNA	11,850,124	1,788,092,262	31	150.9	151
ERR12405920	Gunjur_2024	FASTQ	DNA	9,773,129	1,475,261,977	31	151	151
ERR12405921	Gunjur_2024	FASTQ	DNA	9,405,669	1,419,385,919	31	150.9	151
ERR12405922	Gunjur_2024	FASTQ	DNA	9,184,343	1,386,309,872	31	150.9	151
ERR12405923	Gunjur_2024	FASTQ	DNA	10,393,998	1,567,492,877	15	150.8	151
ERR12405924	Gunjur_2024	FASTQ	DNA	8,400,891	1,268,058,854	31	150.9	151
ERR12405925	Gunjur_2024	FASTQ	DNA	9,909,276	1,495,506,581	31	150.9	151
ERR12405926	Gunjur_2024	FASTQ	DNA	10,027,579	1,513,628,823	31	150.9	151
ERR12405927	Gunjur_2024	FASTQ	DNA	9,408,670	1,420,283,091	31	151	151
ERR12405928	Gunjur_2024	FASTQ	DNA	11,250,201	1,697,745,063	31	150.9	151
ERR12405929	Gunjur_2024	FASTQ	DNA	11,655,128	1,747,495,421	15	149.9	151
ERR12405930	Gunjur_2024	FASTQ	DNA	8,314,217	1,255,118,644	31	151	151
ERR12405931	Gunjur_2024	FASTQ	DNA	11,319,673	1,707,946,458	31	150.9	151
ERR12405932	Gunjur_2024	FASTQ	DNA	10,921,634	1,648,605,444	31	150.9	151
ERR12405933	Gunjur_2024	FASTQ	DNA	11,814,905	1,782,169,603	15	150.8	151
ERR12405934	Gunjur_2024	FASTQ	DNA	9,965,255	1,504,030,405	31	150.9	151
ERR12405935	Gunjur_2024	FASTQ	DNA	10,197,725	1,539,275,711	31	150.9	151
ERR12405936	Gunjur_2024	FASTQ	DNA	3,964,159	598,422,155	31	151	151
ERR12405937	Gunjur_2024	FASTQ	DNA	9,118,925	1,376,312,178	31	150.9	151
ERR12405938	Gunjur_2024	FASTQ	DNA	10,533,788	1,588,802,453	15	150.8	151
ERR12405939	Gunjur_2024	FASTQ	DNA	10,522,116	1,588,217,959	31	150.9	151
ERR12405940	Gunjur_2024	FASTQ	DNA	7,852,921	1,184,595,545	31	150.8	151
ERR12405941	Gunjur_2024	FASTQ	DNA	8,555,460	1,291,518,976	31	151	151
ERR12405942	Gunjur_2024	FASTQ	DNA	13,488,688	2,035,876,796	31	150.9	151
ERR12405943	Gunjur_2024	FASTQ	DNA	14,278,539	2,135,593,664	15	149.6	151
ERR12405944	Gunjur_2024	FASTQ	DNA	8,815,932	1,330,751,480	31	150.9	151
ERR12405945	Gunjur_2024	FASTQ	DNA	9,020,372	1,361,669,841	31	151	151
ERR12405946	Gunjur_2024	FASTQ	DNA	9,178,344	1,385,168,790	31	150.9	151
ERR12405947	Gunjur_2024	FASTQ	DNA	10,131,954	1,529,069,888	31	150.9	151
ERR12405948	Gunjur_2024	FASTQ	DNA	8,268,002	1,247,159,232	31	150.8	151
ERR12405949	Gunjur_2024	FASTQ	DNA	10,532,656	1,589,628,373	31	150.9	151
ERR12405950	Gunjur_2024	FASTQ	DNA	10,452,367	1,575,668,693	15	150.7	151
ERR12405952	Gunjur_2024	FASTQ	DNA	9,999,958	1,509,435,874	31	150.9	151
ERR12405953	Gunjur_2024	FASTQ	DNA	9,465,042	1,428,788,016	31	151	151
ERR12405954	Gunjur_2024	FASTQ	DNA	7,750,873	1,170,142,709	31	151	151
ERR12405955	Gunjur_2024	FASTQ	DNA	12,153,055	1,834,316,234	31	150.9	151
ERR12405956	Gunjur_2024	FASTQ	DNA	24,844,489	3,750,794,355	31	151	151
ERR12405957	Gunjur_2024	FASTQ	DNA	15,069,467	2,275,027,089	31	151	151
ERR12405958	Gunjur_2024	FASTQ	DNA	9,937,246	1,499,927,343	31	150.9	151
ERR12405959	Gunjur_2024	FASTQ	DNA	9,847,139	1,486,480,182	31	151	151
ERR12405960	Gunjur_2024	FASTQ	DNA	11,266,799	1,700,664,810	31	150.9	151
ERR12405961	Gunjur_2024	FASTQ	DNA	10,352,043	1,562,705,604	31	151	151
ERR12405962	Gunjur_2024	FASTQ	DNA	9,605,073	1,449,926,235	31	151	151
ERR12405963	Gunjur_2024	FASTQ	DNA	11,530,078	1,740,202,992	31	150.9	151
ERR12405964	Gunjur_2024	FASTQ	DNA	8,629,108	1,302,692,959	31	151	151
ERR12405965	Gunjur_2024	FASTQ	DNA	11,615,610	1,753,242,635	31	150.9	151
ERR12405966	Gunjur_2024	FASTQ	DNA	10,438,722	1,575,334,698	31	150.9	151
ERR12405967	Gunjur_2024	FASTQ	DNA	11,192,166	1,689,376,855	31	150.9	151
ERR12405968	Gunjur_2024	FASTQ	DNA	9,732,391	1,469,100,642	31	150.9	151
ERR12405969	Gunjur_2024	FASTQ	DNA	9,784,870	1,476,990,667	31	150.9	151
ERR12405970	Gunjur_2024	FASTQ	DNA	10,893,917	1,644,480,275	31	151	151
ERR12405971	Gunjur_2024	FASTQ	DNA	9,981,538	1,506,687,786	31	150.9	151
ERR12405972	Gunjur_2024	FASTQ	DNA	10,977,980	1,657,240,030	31	151	151
ERR12405973	Gunjur_2024	FASTQ	DNA	10,576,759	1,595,812,062	31	150.9	151
ERR12405974	Gunjur_2024	FASTQ	DNA	15,392,992	2,323,371,309	31	150.9	151
ERR12405975	Gunjur_2024	FASTQ	DNA	10,840,802	1,636,432,032	31	151	151
ERR12405976	Gunjur_2024	FASTQ	DNA	11,836,767	1,786,357,659	31	150.9	151
ERR12405977	Gunjur_2024	FASTQ	DNA	8,969,423	1,353,763,094	31	150.9	151
ERR12405978	Gunjur_2024	FASTQ	DNA	8,662,640	1,307,685,232	31	151	151
ERR12405979	Gunjur_2024	FASTQ	DNA	9,999,370	1,509,070,396	31	150.9	151
ERR12405980	Gunjur_2024	FASTQ	DNA	12,798,060	1,908,112,241	15	149.1	151
ERR12405981	Gunjur_2024	FASTQ	DNA	8,904,761	1,344,188,016	31	151	151
ERR12405982	Gunjur_2024	FASTQ	DNA	11,477,543	1,731,875,862	31	150.9	151
ERR12405983	Gunjur_2024	FASTQ	DNA	9,219,278	1,391,760,601	31	151	151
ERR12405984	Gunjur_2024	FASTQ	DNA	9,812,362	1,481,180,678	31	151	151
ERR12405985	Gunjur_2024	FASTQ	DNA	10,378,290	1,566,413,829	31	150.9	151
ERR12405986	Gunjur_2024	FASTQ	DNA	7,846,794	1,184,574,212	31	151	151
ERR12405987	Gunjur_2024	FASTQ	DNA	7,231,512	1,091,544,720	31	150.9	151
ERR12405988	Gunjur_2024	FASTQ	DNA	9,458,901	1,427,752,849	31	150.9	151
ERR12405989	Gunjur_2024	FASTQ	DNA	8,820,302	1,331,605,971	31	151	151
ERR12405990	Gunjur_2024	FASTQ	DNA	10,950,118	1,652,979,825	31	151	151
ERR12405991	Gunjur_2024	FASTQ	DNA	12,934,213	1,951,304,838	31	150.9	151
ERR12405992	Gunjur_2024	FASTQ	DNA	10,597,477	1,599,120,400	31	150.9	151
ERR12405993	Gunjur_2024	FASTQ	DNA	8,617,706	1,300,950,208	31	151	151
ERR12405994	Gunjur_2024	FASTQ	DNA	10,329,517	1,559,220,017	31	150.9	151
ERR12405995	Gunjur_2024	FASTQ	DNA	9,681,968	1,460,867,050	31	150.9	151
ERR12405996	Gunjur_2024	FASTQ	DNA	10,208,607	1,540,873,557	31	150.9	151
ERR12405997	Gunjur_2024	FASTQ	DNA	11,237,554	1,696,076,389	31	150.9	151
ERR12405998	Gunjur_2024	FASTQ	DNA	9,911,535	1,495,488,032	31	150.9	151
ERR12405999	Gunjur_2024	FASTQ	DNA	10,994,512	1,659,595,341	31	150.9	151
ERR12406000	Gunjur_2024	FASTQ	DNA	11,135,837	1,680,554,559	31	150.9	151
ERR12406001	Gunjur_2024	FASTQ	DNA	9,618,167	1,451,755,543	31	150.9	151
ERR12406002	Gunjur_2024	FASTQ	DNA	11,120,540	1,678,533,051	31	150.9	151
ERR12406003	Gunjur_2024	FASTQ	DNA	9,247,123	1,395,421,613	31	150.9	151
ERR12406004	Gunjur_2024	FASTQ	DNA	10,700,545	1,614,245,861	31	150.9	151
ERR12406005	Gunjur_2024	FASTQ	DNA	9,329,222	1,408,285,367	31	151	151
ERR12406006	Gunjur_2024	FASTQ	DNA	9,560,137	1,442,971,391	31	150.9	151
ERR12406007	Gunjur_2024	FASTQ	DNA	12,201,608	1,841,134,117	31	150.9	151
ERR12406008	Gunjur_2024	FASTQ	DNA	8,731,426	1,317,996,606	31	150.9	151
ERR12406009	Gunjur_2024	FASTQ	DNA	9,259,022	1,397,781,693	31	151	151
ERR12406010	Gunjur_2024	FASTQ	DNA	10,339,146	1,560,638,119	31	150.9	151
ERR12406011	Gunjur_2024	FASTQ	DNA	10,230,796	1,544,348,952	31	151	151
ERR12406012	Gunjur_2024	FASTQ	DNA	10,923,525	1,648,775,405	31	150.9	151
ERR12406013	Gunjur_2024	FASTQ	DNA	10,213,593	1,541,612,307	31	150.9	151
ERR12406014	Gunjur_2024	FASTQ	DNA	9,842,831	1,485,706,167	31	150.9	151
ERR12406015	Gunjur_2024	FASTQ	DNA	10,673,040	1,611,212,351	31	151	151
SRR6000869	Matson_2019	FASTQ	DNA	34,064,995	5,067,645,509	27	148.8	151
SRR6000870	Matson_2019	FASTQ	DNA	14,088,979	2,119,835,988	27	150.5	151
SRR6000871	Matson_2019	FASTQ	DNA	12,357,116	1,859,875,662	28	150.5	151
SRR6000873	Matson_2019	FASTQ	DNA	11,042,487	1,662,126,911	27	150.5	151
SRR6000874	Matson_2019	FASTQ	DNA	13,655,674	2,055,029,178	27	150.5	151
SRR6000877	Matson_2019	FASTQ	DNA	30,955,724	4,654,461,029	27	150.4	151
SRR6000878	Matson_2019	FASTQ	DNA	15,615,627	2,347,642,232	27	150.3	151
SRR6000890	Matson_2019	FASTQ	DNA	8,044,481	1,210,587,486	27	150.5	151
SRR6000891	Matson_2019	FASTQ	DNA	11,553,324	1,738,879,774	27	150.5	151
SRR6000892	Matson_2019	FASTQ	DNA	23,977,038	3,605,774,314	27	150.4	151
SRR6000893	Matson_2019	FASTQ	DNA	9,716,297	1,462,082,005	27	150.5	151
SRR6000894	Matson_2019	FASTQ	DNA	17,860,535	2,688,105,841	27	150.5	151
SRR6000895	Matson_2019	FASTQ	DNA	20,720,773	3,117,821,203	28	150.5	151
SRR6000896	Matson_2019	FASTQ	DNA	22,326,114	3,358,631,474	27	150.4	151
SRR6000899	Matson_2019	FASTQ	DNA	23,155,074	3,482,777,538	27	150.4	151
SRR6000900	Matson_2019	FASTQ	DNA	11,813,619	1,777,607,260	27	150.5	151
SRR6000901	Matson_2019	FASTQ	DNA	22,425,751	3,364,138,885	27	150	151
SRR6000902	Matson_2019	FASTQ	DNA	13,999,296	2,106,864,241	27	150.5	151
SRR6000903	Matson_2019	FASTQ	DNA	11,195,218	1,683,707,779	27	150.4	151
SRR6000905	Matson_2019	FASTQ	DNA	31,720,958	4,766,195,935	27	150.3	151
SRR6000906	Matson_2019	FASTQ	DNA	21,534,614	3,239,997,547	27	150.5	151
SRR6000907	Matson_2019	FASTQ	DNA	14,810,556	2,228,295,047	27	150.5	151
SRR6000908	Matson_2019	FASTQ	DNA	12,356,556	1,859,707,360	27	150.5	151
SRR6000909	Matson_2019	FASTQ	DNA	18,419,500	2,767,721,357	27	150.3	151
SRR6000910	Matson_2019	FASTQ	DNA	15,477,696	2,329,110,552	27	150.5	151
SRR6000911	Matson_2019	FASTQ	DNA	13,886,637	2,078,867,628	27	149.7	151
SRR6000912	Matson_2019	FASTQ	DNA	16,215,900	2,393,692,487	27	147.6	151
SRR6000920	Matson_2019	FASTQ	DNA	31,105,162	4,677,901,589	27	150.4	151
SRR6000921	Matson_2019	FASTQ	DNA	15,683,883	2,360,411,794	27	150.5	151
SRR6000931	Matson_2019	FASTQ	DNA	22,468,129	3,371,620,489	27	150.1	151
SRR6000932	Matson_2019	FASTQ	DNA	10,023,618	1,508,426,507	28	150.5	151
SRR6000940	Matson_2019	FASTQ	DNA	19,169,925	2,883,827,905	27	150.4	151
SRR6000942	Matson_2019	FASTQ	DNA	9,752,769	1,467,634,296	27	150.5	151
SRR6000944	Matson_2019	FASTQ	DNA	33,078,255	4,976,280,558	27	150.4	151
SRR6000945	Matson_2019	FASTQ	DNA	10,126,808	1,523,647,895	27	150.5	151
SRR6000946	Matson_2019	FASTQ	DNA	12,953,789	1,949,060,760	27	150.5	151
SRR6000947	Matson_2019	FASTQ	DNA	21,921,592	3,298,735,002	27	150.5	151
SRR6000949	Matson_2019	FASTQ	DNA	28,601,512	4,269,587,285	27	149.3	151
ERR2162200	Gopalakrishnan_2019	FASTQ	DNA	11,639,509	1,170,925,341	31	100.6	101
ERR2162201	Gopalakrishnan_2019	FASTQ	DNA	13,312,157	1,337,912,406	31	100.5	101
ERR2162202	Gopalakrishnan_2019	FASTQ	DNA	17,232,733	1,728,260,886	31	100.3	101
ERR2162203	Gopalakrishnan_2019	FASTQ	DNA	7,548,243	760,509,693	31	100.8	101
ERR2162204	Gopalakrishnan_2019	FASTQ	DNA	6,921,212	697,256,276	31	100.7	101
ERR2162205	Gopalakrishnan_2019	FASTQ	DNA	18,109,641	1,822,734,568	31	100.6	101
ERR2162206	Gopalakrishnan_2019	FASTQ	DNA	12,752,273	1,279,292,143	31	100.3	101
ERR2162207	Gopalakrishnan_2019	FASTQ	DNA	8,530,282	857,001,758	31	100.5	101
ERR2162208	Gopalakrishnan_2019	FASTQ	DNA	17,542,514	1,768,665,618	31	100.8	101
ERR2162209	Gopalakrishnan_2019	FASTQ	DNA	18,424,720	1,859,586,306	31	100.9	101
ERR2162210	Gopalakrishnan_2019	FASTQ	DNA	13,640,303	1,372,309,210	31	100.6	101
ERR2162211	Gopalakrishnan_2019	FASTQ	DNA	18,202,786	1,836,619,781	31	100.9	101
ERR2162212	Gopalakrishnan_2019	FASTQ	DNA	17,711,419	1,786,825,889	31	100.9	101
ERR2162213	Gopalakrishnan_2019	FASTQ	DNA	18,670,141	1,883,587,226	31	100.9	101
ERR2162214	Gopalakrishnan_2019	FASTQ	DNA	14,231,318	1,435,979,482	31	100.9	101
ERR2162215	Gopalakrishnan_2019	FASTQ	DNA	16,881,650	1,703,583,529	31	100.9	101
ERR2162216	Gopalakrishnan_2019	FASTQ	DNA	19,985,684	2,016,957,368	31	100.9	101
ERR2162217	Gopalakrishnan_2019	FASTQ	DNA	12,499,353	1,261,634,020	31	100.9	101
ERR2162218	Gopalakrishnan_2019	FASTQ	DNA	12,020,492	1,213,083,588	31	100.9	101
ERR2162219	Gopalakrishnan_2019	FASTQ	DNA	15,124,932	1,527,582,697	31	101	101
ERR2162220	Gopalakrishnan_2019	FASTQ	DNA	15,988,014	1,613,553,775	31	100.9	101
ERR2162221	Gopalakrishnan_2019	FASTQ	DNA	17,514,381	1,766,788,031	31	100.9	101
ERR2162222	Gopalakrishnan_2019	FASTQ	DNA	12,268,460	1,239,091,358	31	101	101
ERR2162223	Gopalakrishnan_2019	FASTQ	DNA	12,405,806	1,252,947,198	31	101	101
ERR2162224	Gopalakrishnan_2019	FASTQ	DNA	16,089,084	1,622,668,468	31	100.9	101
SRR5930493	Frankel_2017	FASTQ	DNA	27,035,446	2,686,389,394	31	99.4	100
SRR5930494	Frankel_2017	FASTQ	DNA	41,715,968	4,152,344,821	31	99.5	100
SRR5930495	Frankel_2017	FASTQ	DNA	28,700,028	2,856,226,961	31	99.5	100
SRR5930497	Frankel_2017	FASTQ	DNA	29,920,900	2,977,694,833	31	99.5	100
SRR5930498	Frankel_2017	FASTQ	DNA	40,753,425	4,054,662,823	31	99.5	100
SRR5930499	Frankel_2017	FASTQ	DNA	35,364,652	3,519,465,420	31	99.5	100
SRR5930501	Frankel_2017	FASTQ	DNA	26,590,818	2,644,905,118	31	99.5	100
SRR5930502	Frankel_2017	FASTQ	DNA	37,294,226	3,709,251,286	31	99.5	100
SRR5930503	Frankel_2017	FASTQ	DNA	39,863,598	3,996,435,249	15	100.3	101
SRR5930504	Frankel_2017	FASTQ	DNA	33,106,594	3,474,879,563	31	105	105
